XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
iShares MSCI Korea UCITS ETF (Dist),DE000A0HG2L3,iShares,Full Replication,Distributing,12.503182098,8.922450522,0.40131705602300904,0.0009947387204573088,482.38505124127005,23.2,Equities
ComStage EURO STOXX 50 NR UCITS ETF,LU0378434079,ComStage ETF,Swap-based,Accumulating,12.151573838,18.900261248,-0.35706847230559513,0.0009667651735703472,248.37234769999998,5.4,Equities
db x-trackers MSCI World Health Care Index UCITS ETF,LU0540980223,db X-trackers,Swap-based,Accumulating,12.089368622,17.479762122,-0.3083791107898236,0.0009618161984626818,156.50026210196998,39.04,Equities
ComStage MSCI USA Large Cap TRN UCITS ETF,LU0392495882,ComStage ETF,Swap-based,Accumulating,11.893809106,2.8520547510000003,3.170259740571159,0.0009462577093361253,21.859647940000002,10.38,Equities
iShares China Large Cap UCITS ETF,DE000A0DPMY5,iShares,Full Replication,Distributing,11.847097581,6.0066533049999995,0.9723291789020609,0.000942541394381667,670.6005709169856,24.26,Equities
Amundi ETF MSCI China UCITS ETF - EUR,FR0010713784,Amundi ETF,Swap-based,Acc / Distr,11.417557679,15.260146717,-0.2518055107372792,0.0009083676961061549,85.23979264,29.66,Equities
Lyxor UCITS ETF EURO STOXX 50 Daily Double Short ,FR0010424143,Lyxor ETF,Swap-based,Accumulating,11.25718782,19.828772119,-0.432280135530262,0.0008956088554293406,69.53884661,27.64,Equities
iShares STOXX Europe 600 Telecommunications UCITS ETF (DE),DE000A0H08R2,iShares,Full Replication,Distributing,10.563933708,5.456038448,0.936191214318217,0.0008404543593244684,209.63468593000002,23.64,Equities
iShares MSCI World Minimum Volatility UCITS ETF,DE000A1KB2D9,iShares,Optimised,Accumulating,10.396855279999999,11.72266575,-0.11309803574327815,0.0008271617926496757,888.8771660667622,23.65,Equities
Amundi ETF MSCI EMU UCITS ETF,FR0010655688,Amundi ETF,Swap-based,Acc / Distr,10.38776667,13.29148046,-0.21846428610707236,0.000826438713339843,1043.55792922,9.73,Equities
db x-trackers EURO STOXX Select Dividend 30 UCITS ETF (DR),LU0292095535,db X-trackers,Full Replication,Distributing,9.983207476,9.529707429,0.04758803461478234,0.0007942524513279371,181.9468118477,19.74,Equities
db x-trackers MSCI Russia Capped Index UCITS ETF,LU0322252502,db X-trackers,Swap-based,Accumulating,9.920241852,7.398940673999999,0.340765156674373,0.0007892429790384329,110.40316393992705,30.6,Equities
db x-trackers CNX Nifty UCITS ETF,LU0292109690,db X-trackers,Swap-based,Accumulating,9.914982002,9.56240517,0.036871145463082344,0.0007888245114501192,218.20440646352742,28.82,Equities
iShares STOXX Europe Mid 200 UCITS ETF (DE),DE0005933998,iShares,Full Replication,Distributing,9.823576309,19.05135922,-0.4843634936720278,0.000781552380133094,337.73928555000003,14.89,Equities
ComStage STOXX Europe 600 NR UCITS ETF,LU0378434582,ComStage ETF,Swap-based,Accumulating,9.78414726,11.007379140000001,-0.11112834984986275,0.0007784154505543924,188.58554662,11.74,Equities
iShares MSCI Europe Minimum Volatility UCITS ETF,DE000A1KB2C1,iShares,Optimised,Accumulating,9.76096104,13.48428196,-0.27612303947996064,0.0007765707816825593,636.4022068400001,17.64,Equities
Amundi ETF MSCI World UCITS ETF - EUR,FR0010756098,Amundi ETF,Swap-based,Acc / Distr,9.653359051,12.230098649,-0.21068837398222362,0.0007680100917703775,404.72085226999997,8.94,Equities
UBS (rl) ETF plc - MSCI USA Value UCITS ETF (USD) A-dis,IE00B78JSG98,UBS-ETF,Full Replication,Distributing,9.589216650000001,5.589681690000001,0.7155210585882217,0.0007629069964625034,278.731744995862,26.48,Equities
iShares NASDAQ-100 UCITS ETF,IE00B53SZB19,iShares,Full Replication,Accumulating,9.543878247,9.283403181,0.028058144294875076,0.0007592999255077411,813.051452839052,8.03,Equities
Deka MDAX UCITS ETF,DE000ETFL441,Deka ETFs,Full Replication,Accumulating,9.52320451,4.542457929999999,1.096487112650045,0.0007576551468802475,128.76141462,13.55,Equities
db x-trackers MSCI China Index UCITS ETF (DR),LU0514695690,db X-trackers,Full Replication,Accumulating,9.48710026,7.83831679,0.21034917497893058,0.0007547827344682252,182.439265937448,48.46,Equities
Source STOXX Europe 600 Optimised Automobiles & Parts UCITS ETF,IE00B5NLX835,Source Markets,Swap-based,Accumulating,9.20137245,6.30582802,0.4591854425487487,0.0007320505600592854,28.98266527,16.4,Equities
iShares STOXX Europe 600 Utilities UCITS ETF (DE),DE000A0Q4R02,iShares,Full Replication,Distributing,9.015308917999999,9.933034208,-0.0923912342173222,0.0007172475604472863,213.57266689,21.26,Equities
Lyxor UCITS ETF Hong Kong (HSI) ,FR0010361675,Lyxor ETF,Swap-based,Distributing,8.872959757999999,7.82275504,0.13424998132115862,0.0007059224257602355,203.40848830000002,26.83,Equities
db x-trackers STOXX Europe 600 Telecommunications UCITS ETF,LU0292104030,db X-trackers,Swap-based,Accumulating,8.843760269999999,0.92470931,8.563827436754151,0.0007035993482345731,18.9187459547,20.94,Equities
iShares Dow Jones Eurozone Sustainability Screened UCITS ETF (DE),DE000A0F5UG3,iShares,Full Replication,Distributing,8.740574295,10.08392323,-0.1332168942940276,0.0006953899912935863,154.71928641999997,26.25,Equities
db x-trackers STOXX Europe 600 Oil & Gas UCITS ETF,LU0292101796,db X-trackers,Swap-based,Accumulating,8.63637624,2.54017921,2.3999082450564586,0.0006871001144372442,54.547757208,16.12,Equities
Lyxor UCITS ETF Russia (Dow Jones Russia GDR),FR0010326140,Lyxor ETF,Swap-based,Accumulating,8.617296545,4.377093339,0.9687257907478679,0.0006855821559493765,287.3782408,28.64,Equities
db x-trackers LPX MM Private Equity UCITS ETF,LU0322250712,db X-trackers,Swap-based,Accumulating,8.469608019999999,8.958243834000001,-0.05454593813861597,0.0006738322275524903,218.09236625960003,39.22,Equities
db x-trackers ATX UCITS ETF (DR),LU0659579063,db X-trackers,Full Replication,Accumulating,8.41183175,1.3668808799999999,5.154034249129302,0.000669235614270997,326.29212,35.87,Equities
Lyxor UCITS ETF FTSE Athex 20,FR0010405431,Lyxor ETF,Swap-based,Distributing,8.314029524,8.939597804,-0.06997722869815137,0.0006614545821796003,214.3584604,96.22,Equities
Lyxor UCITS ETF MSCI World Utilities TR ,LU0533034558,Lyxor ETF,Swap-based,Accumulating,8.31109896,5.45370923,0.5239351071894238,0.0006612214298939878,37.97027157,59.86,Equities
Amundi ETF MSCI USA UCITS ETF - EUR,FR0010688275,Amundi ETF,Swap-based,Acc / Distr,8.298777549,15.595105105,-0.4678601078270834,0.0006602411526720533,1301.27638487,9.8,Equities
SPDR S&P 400 US Mid Cap UCITS ETF,IE00B4YBJ215,SPDR,Full Replication,Distributing,8.10883008,2.1524240299999997,2.767301408542629,0.0006451291515201714,719.8706235386896,27.77,Equities
SPDR MSCI EM Asia UCITS ETF,IE00B466KX20,SPDR,Optimised,Accumulating,8.04562634,5.75721522,0.39748576917018585,0.000640100734996847,178.8739621713874,41.98,Equities
Source MSCI Emerging Markets UCITS ETF ,DE000A1JM6G3,Source Markets,Swap-based,Accumulating,8.03990686,4.72597882,0.701215169643947,0.0006396456997768297,149.2118874,20.18,Equities
Lyxor UCITS ETF MSCI Europe ,FR0010261198,Lyxor ETF,Swap-based,Distributing,7.964830262,13.781402467,-0.422059526882548,0.0006336726923899538,1812.869454,16.91,Equities
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,iShares,Full Replication,Distributing,7.897925508999999,2.2375708,2.529687422181233,0.0006283498275488204,56.564017899999996,29.16,Equities
Lyxor UCITS ETF NASDAQ-100,FR0007063177,Lyxor ETF,Swap-based,Distributing,7.896779342,7.252414914,0.08884825753089842,0.0006282586398266811,412.2576532,11.02,Equities
Source MSCI Japan UCITS ETF ,IE00B60SX287,Source Markets,Swap-based,Accumulating,7.8029948,3.48581115,1.238501876385357,0.0006207972500319441,42.104355862894806,24.83,Equities
db x-trackers FTSE MIB UCITS ETF (DR),LU0274212538,db X-trackers,Full Replication,Distributing,7.739511625,21.141039795,-0.6339105502828463,0.0006157466019829031,261.0586625744,11.89,Equities
iShares MSCI USA UCITS ETF,IE00B52SFT06,iShares,Full Replication,Accumulating,7.692035337,23.982633166,-0.6792664390203432,0.0006119694433678385,465.983259090962,10.53,Equities
Lyxor UCITS ETF Japan (Topix®)  ,FR0010245514,Lyxor ETF,Swap-based,Distributing,7.653237025,20.579680978,-0.628116828770017,0.0006088826944960488,856.988954,16.28,Equities
iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),DE000A0H08S0,iShares,Full Replication,Distributing,7.580777530000001,14.713933061,-0.4847891791696931,0.0006031179007998255,31.50673513,26.28,Equities
HSBC S&P 500 UCITS ETF ,DE000A1C22M3,HSBC ETFs,Full Replication,Distributing,7.526752849999999,14.578519487,-0.4837093810032097,0.0005988197596838201,1699.367796623,12.55,Equities
Amundi ETF S&P 500 UCITS ETF - EUR,FR0010892224,Amundi ETF,Swap-based,Acc / Distr,7.508670131,16.972521441,-0.5575984300799566,0.0005973811194545199,846.8907545610001,9.3,Equities
db x-trackers MSCI World Consumer Staples Index UCITS ETF,LU0540980066,db X-trackers,Swap-based,Accumulating,7.414191374,3.082847143,1.40498183337921,0.000589864498716539,84.80379994054499,46.74,Equities
iShares MSCI Taiwan UCITS ETF,DE000A0HG2K5,iShares,Full Replication,Distributing,7.31103731,1.595209313,3.583121005136709,0.0005816576805778394,388.22553041166316,28.31,Equities
db x-trackers Harvest CSI300 Index UCITS ETF (DR),LU0875160326,db X-trackers,Full Replication,Distributing,7.301681375,11.607579525,-0.37095573118634306,0.0005809133331998971,251.69264200399996,133.19,Equities
iShares MSCI Turkey UCITS ETF,DE000A0LGQN1,iShares,Full Replication,Distributing,7.261229716,6.517632437,0.11409009117769009,0.0005776950459512077,204.82262605890222,42.24,Equities
Source STOXX Europe 600 Optimised Oil & Gas UCITS ETF,IE00B5MTWH09,Source Markets,Swap-based,Accumulating,7.22921467,2.07990384,2.4757446623109267,0.0005751479658844048,23.68673821,16.11,Equities
Source STOXX Europe 600 Optimised Basic Resources UCITS ETF,IE00B5MTWY73,Source Markets,Swap-based,Accumulating,7.15611352,7.11933149,0.0051665005417522725,0.0005693321228578053,72.70260714,17.9,Equities
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,iShares,Full Replication,Distributing,7.028530589,6.733829454,0.04376427068923494,0.0005591817722878145,43.54061779,29.18,Equities
ComStage STOXX Europe 600 Telecommunications NR UCITS ETF,LU0378437171,ComStage ETF,Swap-based,Accumulating,7.02777354,10.590816859999999,-0.33642762093801315,0.0005591215423441344,89.26298990000001,10.84,Equities
iShares FTSE MIB UCITS ETF (Acc),IE00B53L4X51,iShares,Full Replication,Accumulating,7.0240599790000005,7.34790267,-0.0440728062882737,0.0005588260957219446,251.42819996,10.59,Equities
db x-trackers Nikkei 225 UCITS ETF (DR),LU0839027447,db X-trackers,Full Replication,Distributing,6.978388900000001,11.757088855000001,-0.40645265285783194,0.0005551925574490251,76.52700954675001,18.42,Equities
Lyxor UCITS ETF MSCI World Health Care TR ,LU0533033238,Lyxor ETF,Swap-based,Accumulating,6.978252412,7.625246664,-0.08484896036931666,0.000555181698621455,195.01391909999998,59.61,Equities
db x-trackers MSCI Taiwan Index UCITS ETF (DR),LU0292109187,db X-trackers,Full Replication,Accumulating,6.8991644270000005,5.125341449,0.3460887427014425,0.0005488895499199633,148.87845603101465,38.84,Equities
db x-trackers FTSE CHINA 50 UCITS ETF (DR),LU0292109856,db X-trackers,Optimised,Accumulating,6.848300392,8.401634667,-0.18488476785371277,0.0005448428660680749,320.3645056814995,36.83,Equities
ComStage MSCI Emerging Markets Leveraged 2x Daily TRN UCITS ETF,LU0675401409,ComStage ETF,Swap-based,Accumulating,6.744951208,0.293517415,21.97973088922168,0.0005366205244076338,12.296867599999999,66.96,Equities
ComStage HSCEI UCITS ETF,LU0488316992,ComStage ETF,Swap-based,Accumulating,6.692205966,1.332075281,4.023894716352746,0.000532424173900535,35.362193170000005,49.05,Equities
iShares Oil & Gas Exploration & Production UCITS ETF,DE000A1JS9C0,iShares,Full Replication,Accumulating,6.521423769999999,0.98837049,5.598157104022803,0.0005188369397233167,72.78002744560739,63.19,Equities
Amundi ETF MSCI Emergening Markets UCITS ETF,FR0010959676,Amundi ETF,Swap-based,Acc / Distr,6.520112791,2.108223268,2.0927050706471944,0.0005187326397488954,209.15393662,27.63,Equities
db x-trackers STOXX Europe 600 Banks UCITS ETF,LU0292103651,db X-trackers,Swap-based,Accumulating,6.452544723,10.104899104000001,-0.36144392372549516,0.0005133570023328136,219.80313368880002,17.25,Equities
iShares US Property Yield UCITS ETF,DE000A0LGQK7,iShares,Full Replication,Distributing,6.353638688,6.96238783,-0.087433960426189,0.0005054881524728134,677.577878919038,33.08,Equities
Lyxor UCITS ETF World Water ,FR0010527275,Lyxor ETF,Swap-based,Distributing,6.1628496660000005,4.578803681,0.3459519331595471,0.0004903091983366548,313.5928288,40.61,Equities
Amundi ETF MSCI Spain UCITS ETF,FR0010655746,Amundi ETF,Swap-based,Acc / Distr,6.144833881,4.992122017,0.23090618780442362,0.0004888758832990532,141.230439,15.14,Equities
UBS ETF - MSCI United Kingdom 100% hedged to EUR UCITS ETF (EUR) A-acc,LU0950671239,UBS-ETF,Full Replication,Accumulating,6.13151879,0.22865335,25.815783761751142,0.00048781655004450264,165.37359299000002,40.86,Equities
ComStage DivDAX TR UCITS ETF,LU0603933895,ComStage ETF,Swap-based,Accumulating,6.10102611,3.99883811,0.5256997013064879,0.00048539058765758626,48.888593,50.19,Equities
iShares STOXX Europe 600 Insurance UCITS ETF (DE),DE000A0H08K7,iShares,Full Replication,Distributing,6.048291389999999,2.799073327,1.1608192010040899,0.0004811950742686493,64.41921504,17.56,Equities
db x-trackers SMI UCITS ETF (DR),LU0274221281,db X-trackers,Full Replication,Distributing,6.021716038,29.59002767,-0.7964950859405533,0.00047908076997099294,762.5796762216518,11.09,Equities
Lyxor UCITS ETF Dow Jones Industrial Average ,FR0007056841,Lyxor ETF,Swap-based,Distributing,6.000604845,3.83492014,0.564727458705307,0.00047740118784961387,253.5560017,23.49,Equities
db x-trackers S&P 500 2x Leveraged Daily UCITS ETF,LU0411078552,db X-trackers,Swap-based,Accumulating,5.973112487,8.57216831,-0.3031970125887554,0.0004752139276141856,50.71123599266,14.39,Equities
Deka MSCI Europe UCITS ETF,DE000ETFL284,Deka ETFs,Full Replication,Distributing,5.970320433,19.813105291,-0.6986681115699724,0.0004749917950241267,218.32776709,20.82,Equities
iShares Dow Jones Asia Pacific Select Dividend 30 UCITS ETF (DE),DE000A0H0744,iShares,Full Replication,Distributing,5.940414306,8.300206596,-0.28430524743049423,0.00047261249811613614,166.72295149,36.88,Equities
Source Goldman Sachs Equity Factor Index Europe UCITS ETF (GS EFI Europe ETF),DE000A1161M1,Source Markets,Swap-based,Accumulating,5.851874759999999,6.70185142,-0.12682714174525822,0.00046556839414263647,304.61075472000005,22.5,Equities
Lyxor UCITS ETF S&P 500 ,LU0496786574,Lyxor ETF,Swap-based,Distributing,5.85173695,11.370465831,-0.48535644563954017,0.00046555743013827414,1090.348664,13.83,Equities
iShares MSCI Japan UCITS ETF (Acc),IE00B53QDK08,iShares,Full Replication,Accumulating,5.81262546,2.9264745580000002,0.9862210809624947,0.0004624457651866773,723.191282440629,23.32,Equities
ComStage Dow Jones Industrial Average UCITS ETF,LU0378437502,ComStage ETF,Swap-based,Accumulating,5.802937196,26.453124821,-0.780633205518567,0.00046167497809749674,57.74250654,12.08,Equities
ComStage MDAX® TR UCITS ETF,LU1033693638,ComStage ETF,Swap-based,Accumulating,5.79324867,7.453977934999999,-0.22279771680059313,0.0004609041701638988,44.40702256,17,Equities
Lyxor UCITS ETF Brazil (IBOVESPA) ,FR0010408799,Lyxor ETF,Swap-based,Accumulating,5.779248109,7.715802107,-0.25098544145437607,0.0004597903017081997,173.6045215,51.22,Equities
iShares EURO STOXX Small UCITS ETF,DE000A0DPMZ2,iShares,Full Replication,Distributing,5.70463607,5.247143019999999,0.08718898041395495,0.00045385425409857216,533.22639596,26.27,Equities
iShares MSCI ACWI UCITS ETF,DE000A1JS9A4,iShares,Optimised,Accumulating,5.66655355,6.402521940000001,-0.11494976462353224,0.0004508244528112143,282.63481834578204,40.14,Equities
ComStage STOXX Europe 600 Health Care NR UCITS ETF,LU0378435985,ComStage ETF,Swap-based,Accumulating,5.65529685,6.56130283,-0.1380832440559674,0.0004499288827661805,72.1165913,12.2,Equities
Lyxor UCITS ETF STOXX Europe 600 Banks ,FR0010345371,Lyxor ETF,Swap-based,Accumulating,5.6319414100000005,1.60706865,2.5044809131209176,0.0004480707509466789,1042.040779,17.08,Equities
Amundi ETF Leveraged MSCI USA Daily UCITS ETF,FR0010755611,Amundi ETF,Swap-based,Acc / Distr,5.623196032,10.584100139,-0.4687128845956585,0.00044737497877816605,64.22601168,26.53,Equities
iShares MSCI EMU Small Cap UCITS ETF,IE00B3VWMM18,iShares,Optimised,Accumulating,5.6004903839999995,2.31980417,1.4142082579323927,0.0004455685436593584,547.80437382,29.12,Equities
db x-trackers MSCI EM LatAm Index UCITS ETF,LU0292108619,db X-trackers,Swap-based,Accumulating,5.573977673000001,1.8283711280000001,2.048602981987145,0.0004434592230072812,114.16902256340279,49.73,Equities
Euro STOXX 50 Theam Easy UCITS ETF (EUR capitalization share class),FR0012739431,EasyETF,Full Replication,Accumulating,5.54610421,10.15063715,-0.4536200902423154,0.0004412416424984146,563.72051423,13.83,Equities
db x-trackers FTSE Vietnam UCITS ETF,LU0322252924,db X-trackers,Swap-based,Accumulating,5.523151354,7.412065459,-0.2548431493823913,0.0004394155397967725,353.18068233515737,106.32,Equities
iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,iShares,Full Replication,Distributing,5.504069809000001,4.191931919,0.31301507642638815,0.0004378974341250424,141.7992492,57.59,Equities
db x-trackers MSCI Korea Index UCITS ETF (DR),LU0292100046,db X-trackers,Full Replication,Accumulating,5.417215291,12.085518825,-0.5517598069688167,0.00043098738903219543,280.9620274208684,42.72,Equities
iShares Dow Jones China Offshore 50 UCITS ETF (DE),DE000A0F5UE8,iShares,Full Replication,Distributing,5.41009807,2.737374654,0.9763820279750426,0.00043042115115328905,43.57214875797099,63.52,Equities
SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPDR,Optimised,Accumulating,5.3714085,10.019927859,-0.463927427863131,0.00042734305366936935,393.362172940505,23.34,Equities
db x-trackers MSCI Brazil Index UCITS ETF (DR),LU0292109344,db X-trackers,Full Replication,Accumulating,5.328925127000001,16.657304983,-0.6800847956834218,0.0004239631256024583,68.1145366382513,51.41,Equities
